ID,nom_instance,reference_import,address,deadband,label,length,name,type,ELEMENT_NAME,varInvalid1,varInvalid2,varInvalid3,functCheck,functTrans
:R:A:POLE:RSST030_BACS_S0:VEE:aeiSTARSST030BACSHVACACSEF_2RtTemp,aeiSTARSST030BACSHVACACSEF_2RtTemp,M-Conf 30/01/18 16:54,$VOID,0,Return Temperature,4,aeiSTARSST030BACSHVACACSEF_2RtTemp,AEIV,VE,,,,,
:R:A:POLE:RSST030_BACS_S0:VEE:aeiSTARSST030BACSHVACACSEF_2SpTemp,aeiSTARSST030BACSHVACACSEF_2SpTemp,M-Conf 30/01/18 16:54,$VOID,0,Supply Temperature,4,aeiSTARSST030BACSHVACACSEF_2SpTemp,AEIV,VE,,,,,
:R:A:POLE:RSST030_BACS_S0:VEE:deiSTARSST030BACSHVACACSEF_2EmStp,deiSTARSST030BACSHVACACSEF_2EmStp,M-Conf 30/01/18 16:54,$VOID,0,Emergency Stop Push-Button-Control Operation,4,deiSTARSST030BACSHVACACSEF_2EmStp,DEIV,VE,,,,,
:R:A:POLE:RSST030_BACS_S0:VEE:deiSTARSST030BACSHVACACSEF_2TpAlrm,deiSTARSST030BACSHVACACSEF_2TpAlrm,M-Conf 30/01/18 16:54,$VOID,0,Sum Of Major Fault/Trip Alarms-Trip,4,deiSTARSST030BACSHVACACSEF_2TpAlrm,DEIV,VE,,,,,
:R:A:POLE:RSST030_BACS_S0:VEE:deiSTARSST030BACSHVACACSEF_3GenAlmM,deiSTARSST030BACSHVACACSEF_3GenAlmM,M-Conf 30/01/18 16:54,$VOID,0,General Alarm (Minor),4,deiSTARSST030BACSHVACACSEF_3GenAlmM,DEIV,VE,,,,,
:R:A:POLE:RSST030_BACS_S0:VEE:deiSTARSST030BACSHVACACSEF_3GenAlm,deiSTARSST030BACSHVACACSEF_3GenAlm,M-Conf 30/01/18 16:54,$VOID,0,General Alarm (Major),4,deiSTARSST030BACSHVACACSEF_3GenAlm,DEIV,VE,,,,,
:R:A:POLE:RSST030_BACS_S0:VEE:aeiSTARSST030BACSHVACACSEF_3RtTemp,aeiSTARSST030BACSHVACACSEF_3RtTemp,M-Conf 30/01/18 16:54,$VOID,0,Return Temperature,4,aeiSTARSST030BACSHVACACSEF_3RtTemp,AEIV,VE,,,,,
:R:A:POLE:RSST030_BACS_S0:VEE:aeiSTARSST030BACSHVACACSEF_3SpTemp,aeiSTARSST030BACSHVACACSEF_3SpTemp,M-Conf 30/01/18 16:54,$VOID,0,Supply Temperature,4,aeiSTARSST030BACSHVACACSEF_3SpTemp,AEIV,VE,,,,,
:R:A:POLE:RSST030_BACS_S0:VEE:deiSTARSST030BACSHVACACSEF_3EmStp,deiSTARSST030BACSHVACACSEF_3EmStp,M-Conf 30/01/18 16:54,$VOID,0,Emergency Stop Push-Button-Control Operation,4,deiSTARSST030BACSHVACACSEF_3EmStp,DEIV,VE,,,,,
:R:A:POLE:RSST030_BACS_S0:VEE:deiSTARSST030BACSHVACACSEF_3TpAlrm,deiSTARSST030BACSHVACACSEF_3TpAlrm,M-Conf 30/01/18 16:54,$VOID,0,Sum Of Major Fault/Trip Alarms-Trip,4,deiSTARSST030BACSHVACACSEF_3TpAlrm,DEIV,VE,,,,,
:R:A:POLE:RSST030_BACS_S0:VEE:deiSTARSST030BACSHVACACSFAHU_SINFAN_1GenAlmM,deiSTARSST030BACSHVACACSFAHU_SINFAN_1GenAlmM,M-Conf 30/01/18 16:54,$VOID,0,General Alarm (Minor),4,deiSTARSST030BACSHVACACSFAHU_SINFAN_1GenAlmM,DEIV,VE,,,,,
:R:A:POLE:RSST030_BACS_S0:VEE:deiSTARSST030BACSHVACACSFAHU_SINFAN_1GenAlm,deiSTARSST030BACSHVACACSFAHU_SINFAN_1GenAlm,M-Conf 30/01/18 16:54,$VOID,0,General Alarm (Major),4,deiSTARSST030BACSHVACACSFAHU_SINFAN_1GenAlm,DEIV,VE,,,,,
:R:A:POLE:RSST030_BACS_S0:VEE:aeiSTARSST030BACSHVACACSFAHU_SINFAN_1RtTemp,aeiSTARSST030BACSHVACACSFAHU_SINFAN_1RtTemp,M-Conf 30/01/18 16:54,$VOID,0,Return Temperature,4,aeiSTARSST030BACSHVACACSFAHU_SINFAN_1RtTemp,AEIV,VE,,,,,
:R:A:POLE:RSST030_BACS_S0:VEE:aeiSTARSST030BACSHVACACSFAHU_SINFAN_1SpTemp,aeiSTARSST030BACSHVACACSFAHU_SINFAN_1SpTemp,M-Conf 30/01/18 16:54,$VOID,0,Supply Temperature,4,aeiSTARSST030BACSHVACACSFAHU_SINFAN_1SpTemp,AEIV,VE,,,,,
:R:A:POLE:RSST030_BACS_S0:VEE:deiSTARSST030BACSHVACACSFAHU_SINFAN_1EmStp,deiSTARSST030BACSHVACACSFAHU_SINFAN_1EmStp,M-Conf 30/01/18 16:54,$VOID,0,Emergency Stop Push-Button-Control Operation,4,deiSTARSST030BACSHVACACSFAHU_SINFAN_1EmStp,DEIV,VE,,,,,
:R:A:POLE:RSST030_BACS_S0:VEE:deiSTARSST030BACSHVACACSFAHU_SINFAN_1TpAlrm,deiSTARSST030BACSHVACACSFAHU_SINFAN_1TpAlrm,M-Conf 30/01/18 16:54,$VOID,0,Sum Of Major Fault/Trip Alarms-Trip,4,deiSTARSST030BACSHVACACSFAHU_SINFAN_1TpAlrm,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_1GenAlmM,deiSTARSST020BACSHVACACSSTN_AHU_VFD_1GenAlmM,M-Conf 30/01/18 16:54,$VOID,0,General Alarm (Minor),4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_1GenAlmM,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_1GenAlm,deiSTARSST020BACSHVACACSSTN_AHU_VFD_1GenAlm,M-Conf 30/01/18 16:54,$VOID,0,General Alarm (Major),4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_1GenAlm,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:aeiSTARSST020BACSHVACACSSTN_AHU_VFD_1RtTemp,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_1RtTemp,M-Conf 30/01/18 16:54,$VOID,0,Return Temperature,4,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_1RtTemp,AEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:aeiSTARSST020BACSHVACACSSTN_AHU_VFD_1SpTemp,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_1SpTemp,M-Conf 30/01/18 16:54,$VOID,0,Supply Temperature,4,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_1SpTemp,AEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_1EmStp,deiSTARSST020BACSHVACACSSTN_AHU_VFD_1EmStp,M-Conf 30/01/18 16:54,$VOID,0,Emergency Stop Push-Button-Control Operation,4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_1EmStp,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_1TpAlrm,deiSTARSST020BACSHVACACSSTN_AHU_VFD_1TpAlrm,M-Conf 30/01/18 16:54,$VOID,0,Sum Of Major Fault/Trip Alarms-Trip,4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_1TpAlrm,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_2GenAlmM,deiSTARSST020BACSHVACACSSTN_AHU_VFD_2GenAlmM,M-Conf 30/01/18 16:54,$VOID,0,General Alarm (Minor),4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_2GenAlmM,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_2GenAlm,deiSTARSST020BACSHVACACSSTN_AHU_VFD_2GenAlm,M-Conf 30/01/18 16:54,$VOID,0,General Alarm (Major),4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_2GenAlm,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:aeiSTARSST020BACSHVACACSSTN_AHU_VFD_2RtTemp,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_2RtTemp,M-Conf 30/01/18 16:54,$VOID,0,Return Temperature,4,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_2RtTemp,AEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:aeiSTARSST020BACSHVACACSSTN_AHU_VFD_2SpTemp,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_2SpTemp,M-Conf 30/01/18 16:54,$VOID,0,Supply Temperature,4,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_2SpTemp,AEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_2EmStp,deiSTARSST020BACSHVACACSSTN_AHU_VFD_2EmStp,M-Conf 30/01/18 16:54,$VOID,0,Emergency Stop Push-Button-Control Operation,4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_2EmStp,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_2TpAlrm,deiSTARSST020BACSHVACACSSTN_AHU_VFD_2TpAlrm,M-Conf 30/01/18 16:54,$VOID,0,Sum Of Major Fault/Trip Alarms-Trip,4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_2TpAlrm,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_3GenAlmM,deiSTARSST020BACSHVACACSSTN_AHU_VFD_3GenAlmM,M-Conf 30/01/18 16:54,$VOID,0,General Alarm (Minor),4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_3GenAlmM,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_3GenAlm,deiSTARSST020BACSHVACACSSTN_AHU_VFD_3GenAlm,M-Conf 30/01/18 16:54,$VOID,0,General Alarm (Major),4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_3GenAlm,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:aeiSTARSST020BACSHVACACSSTN_AHU_VFD_3RtTemp,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_3RtTemp,M-Conf 30/01/18 16:54,$VOID,0,Return Temperature,4,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_3RtTemp,AEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:aeiSTARSST020BACSHVACACSSTN_AHU_VFD_3SpTemp,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_3SpTemp,M-Conf 30/01/18 16:54,$VOID,0,Supply Temperature,4,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_3SpTemp,AEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_3EmStp,deiSTARSST020BACSHVACACSSTN_AHU_VFD_3EmStp,M-Conf 30/01/18 16:54,$VOID,0,Emergency Stop Push-Button-Control Operation,4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_3EmStp,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_3TpAlrm,deiSTARSST020BACSHVACACSSTN_AHU_VFD_3TpAlrm,M-Conf 30/01/18 16:54,$VOID,0,Sum Of Major Fault/Trip Alarms-Trip,4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_3TpAlrm,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_4GenAlmM,deiSTARSST020BACSHVACACSSTN_AHU_VFD_4GenAlmM,M-Conf 30/01/18 16:54,$VOID,0,General Alarm (Minor),4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_4GenAlmM,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_4GenAlm,deiSTARSST020BACSHVACACSSTN_AHU_VFD_4GenAlm,M-Conf 30/01/18 16:54,$VOID,0,General Alarm (Major),4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_4GenAlm,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:aeiSTARSST020BACSHVACACSSTN_AHU_VFD_4RtTemp,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_4RtTemp,M-Conf 30/01/18 16:54,$VOID,0,Return Temperature,4,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_4RtTemp,AEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:aeiSTARSST020BACSHVACACSSTN_AHU_VFD_4SpTemp,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_4SpTemp,M-Conf 30/01/18 16:54,$VOID,0,Supply Temperature,4,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_4SpTemp,AEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_4EmStp,deiSTARSST020BACSHVACACSSTN_AHU_VFD_4EmStp,M-Conf 30/01/18 16:54,$VOID,0,Emergency Stop Push-Button-Control Operation,4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_4EmStp,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_4TpAlrm,deiSTARSST020BACSHVACACSSTN_AHU_VFD_4TpAlrm,M-Conf 30/01/18 16:54,$VOID,0,Sum Of Major Fault/Trip Alarms-Trip,4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_4TpAlrm,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_5GenAlmM,deiSTARSST020BACSHVACACSSTN_AHU_VFD_5GenAlmM,M-Conf 30/01/18 16:54,$VOID,0,General Alarm (Minor),4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_5GenAlmM,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_5GenAlm,deiSTARSST020BACSHVACACSSTN_AHU_VFD_5GenAlm,M-Conf 30/01/18 16:54,$VOID,0,General Alarm (Major),4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_5GenAlm,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:aeiSTARSST020BACSHVACACSSTN_AHU_VFD_5RtTemp,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_5RtTemp,M-Conf 30/01/18 16:54,$VOID,0,Return Temperature,4,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_5RtTemp,AEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:aeiSTARSST020BACSHVACACSSTN_AHU_VFD_5SpTemp,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_5SpTemp,M-Conf 30/01/18 16:54,$VOID,0,Supply Temperature,4,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_5SpTemp,AEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_5EmStp,deiSTARSST020BACSHVACACSSTN_AHU_VFD_5EmStp,M-Conf 30/01/18 16:54,$VOID,0,Emergency Stop Push-Button-Control Operation,4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_5EmStp,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_5TpAlrm,deiSTARSST020BACSHVACACSSTN_AHU_VFD_5TpAlrm,M-Conf 30/01/18 16:54,$VOID,0,Sum Of Major Fault/Trip Alarms-Trip,4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_5TpAlrm,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_6GenAlmM,deiSTARSST020BACSHVACACSSTN_AHU_VFD_6GenAlmM,M-Conf 30/01/18 16:54,$VOID,0,General Alarm (Minor),4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_6GenAlmM,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_6GenAlm,deiSTARSST020BACSHVACACSSTN_AHU_VFD_6GenAlm,M-Conf 30/01/18 16:54,$VOID,0,General Alarm (Major),4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_6GenAlm,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:aeiSTARSST020BACSHVACACSSTN_AHU_VFD_6RtTemp,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_6RtTemp,M-Conf 30/01/18 16:54,$VOID,0,Return Temperature,4,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_6RtTemp,AEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:aeiSTARSST020BACSHVACACSSTN_AHU_VFD_6SpTemp,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_6SpTemp,M-Conf 30/01/18 16:54,$VOID,0,Supply Temperature,4,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_6SpTemp,AEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_6EmStp,deiSTARSST020BACSHVACACSSTN_AHU_VFD_6EmStp,M-Conf 30/01/18 16:54,$VOID,0,Emergency Stop Push-Button-Control Operation,4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_6EmStp,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_6TpAlrm,deiSTARSST020BACSHVACACSSTN_AHU_VFD_6TpAlrm,M-Conf 30/01/18 16:54,$VOID,0,Sum Of Major Fault/Trip Alarms-Trip,4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_6TpAlrm,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_7GenAlmM,deiSTARSST020BACSHVACACSSTN_AHU_VFD_7GenAlmM,M-Conf 30/01/18 16:54,$VOID,0,General Alarm (Minor),4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_7GenAlmM,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_7GenAlm,deiSTARSST020BACSHVACACSSTN_AHU_VFD_7GenAlm,M-Conf 30/01/18 16:54,$VOID,0,General Alarm (Major),4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_7GenAlm,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:aeiSTARSST020BACSHVACACSSTN_AHU_VFD_7RtTemp,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_7RtTemp,M-Conf 30/01/18 16:54,$VOID,0,Return Temperature,4,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_7RtTemp,AEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:aeiSTARSST020BACSHVACACSSTN_AHU_VFD_7SpTemp,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_7SpTemp,M-Conf 30/01/18 16:54,$VOID,0,Supply Temperature,4,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_7SpTemp,AEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_7EmStp,deiSTARSST020BACSHVACACSSTN_AHU_VFD_7EmStp,M-Conf 30/01/18 16:54,$VOID,0,Emergency Stop Push-Button-Control Operation,4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_7EmStp,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_7TpAlrm,deiSTARSST020BACSHVACACSSTN_AHU_VFD_7TpAlrm,M-Conf 30/01/18 16:54,$VOID,0,Sum Of Major Fault/Trip Alarms-Trip,4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_7TpAlrm,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_8GenAlmM,deiSTARSST020BACSHVACACSSTN_AHU_VFD_8GenAlmM,M-Conf 30/01/18 16:54,$VOID,0,General Alarm (Minor),4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_8GenAlmM,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_8GenAlm,deiSTARSST020BACSHVACACSSTN_AHU_VFD_8GenAlm,M-Conf 30/01/18 16:54,$VOID,0,General Alarm (Major),4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_8GenAlm,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:aeiSTARSST020BACSHVACACSSTN_AHU_VFD_8RtTemp,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_8RtTemp,M-Conf 30/01/18 16:54,$VOID,0,Return Temperature,4,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_8RtTemp,AEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:aeiSTARSST020BACSHVACACSSTN_AHU_VFD_8SpTemp,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_8SpTemp,M-Conf 30/01/18 16:54,$VOID,0,Supply Temperature,4,aeiSTARSST020BACSHVACACSSTN_AHU_VFD_8SpTemp,AEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_8EmStp,deiSTARSST020BACSHVACACSSTN_AHU_VFD_8EmStp,M-Conf 30/01/18 16:54,$VOID,0,Emergency Stop Push-Button-Control Operation,4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_8EmStp,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_VFD_8TpAlrm,deiSTARSST020BACSHVACACSSTN_AHU_VFD_8TpAlrm,M-Conf 30/01/18 16:54,$VOID,0,Sum Of Major Fault/Trip Alarms-Trip,4,deiSTARSST020BACSHVACACSSTN_AHU_VFD_8TpAlrm,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_1GenAlmM,deiSTARSST020BACSHVACACSSTN_AHU_1GenAlmM,M-Conf 30/01/18 16:54,$VOID,0,General Alarm (Minor),4,deiSTARSST020BACSHVACACSSTN_AHU_1GenAlmM,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_1GenAlm,deiSTARSST020BACSHVACACSSTN_AHU_1GenAlm,M-Conf 30/01/18 16:54,$VOID,0,General Alarm (Major),4,deiSTARSST020BACSHVACACSSTN_AHU_1GenAlm,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:aeiSTARSST020BACSHVACACSSTN_AHU_1RtTemp,aeiSTARSST020BACSHVACACSSTN_AHU_1RtTemp,M-Conf 30/01/18 16:54,$VOID,0,Return Temperature,4,aeiSTARSST020BACSHVACACSSTN_AHU_1RtTemp,AEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:aeiSTARSST020BACSHVACACSSTN_AHU_1SpTemp,aeiSTARSST020BACSHVACACSSTN_AHU_1SpTemp,M-Conf 30/01/18 16:54,$VOID,0,Supply Temperature,4,aeiSTARSST020BACSHVACACSSTN_AHU_1SpTemp,AEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_1EmStp,deiSTARSST020BACSHVACACSSTN_AHU_1EmStp,M-Conf 30/01/18 16:54,$VOID,0,Emergency Stop Push-Button-Control Operation,4,deiSTARSST020BACSHVACACSSTN_AHU_1EmStp,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_1TpAlrm,deiSTARSST020BACSHVACACSSTN_AHU_1TpAlrm,M-Conf 30/01/18 16:54,$VOID,0,Sum Of Major Fault/Trip Alarms-Trip,4,deiSTARSST020BACSHVACACSSTN_AHU_1TpAlrm,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_2GenAlmM,deiSTARSST020BACSHVACACSSTN_AHU_2GenAlmM,M-Conf 30/01/18 16:54,$VOID,0,General Alarm (Minor),4,deiSTARSST020BACSHVACACSSTN_AHU_2GenAlmM,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_2GenAlm,deiSTARSST020BACSHVACACSSTN_AHU_2GenAlm,M-Conf 30/01/18 16:54,$VOID,0,General Alarm (Major),4,deiSTARSST020BACSHVACACSSTN_AHU_2GenAlm,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:aeiSTARSST020BACSHVACACSSTN_AHU_2RtTemp,aeiSTARSST020BACSHVACACSSTN_AHU_2RtTemp,M-Conf 30/01/18 16:54,$VOID,0,Return Temperature,4,aeiSTARSST020BACSHVACACSSTN_AHU_2RtTemp,AEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:aeiSTARSST020BACSHVACACSSTN_AHU_2SpTemp,aeiSTARSST020BACSHVACACSSTN_AHU_2SpTemp,M-Conf 30/01/18 16:54,$VOID,0,Supply Temperature,4,aeiSTARSST020BACSHVACACSSTN_AHU_2SpTemp,AEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_2EmStp,deiSTARSST020BACSHVACACSSTN_AHU_2EmStp,M-Conf 30/01/18 16:54,$VOID,0,Emergency Stop Push-Button-Control Operation,4,deiSTARSST020BACSHVACACSSTN_AHU_2EmStp,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_2TpAlrm,deiSTARSST020BACSHVACACSSTN_AHU_2TpAlrm,M-Conf 30/01/18 16:54,$VOID,0,Sum Of Major Fault/Trip Alarms-Trip,4,deiSTARSST020BACSHVACACSSTN_AHU_2TpAlrm,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_3GenAlmM,deiSTARSST020BACSHVACACSSTN_AHU_3GenAlmM,M-Conf 30/01/18 16:54,$VOID,0,General Alarm (Minor),4,deiSTARSST020BACSHVACACSSTN_AHU_3GenAlmM,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:deiSTARSST020BACSHVACACSSTN_AHU_3GenAlm,deiSTARSST020BACSHVACACSSTN_AHU_3GenAlm,M-Conf 30/01/18 16:54,$VOID,0,General Alarm (Major),4,deiSTARSST020BACSHVACACSSTN_AHU_3GenAlm,DEIV,VE,,,,,
:R:A:POLE:RSST020_BACS_S0:VEE:aeiSTARSST020BACSHVACACSSTN_AHU_3RtTemp,aeiSTARSST020BACSHVACACSSTN_AHU_3RtTemp,M-Conf 30/01/18 16:54,$VOID,0,Return Temperature,4,aeiSTARSST020BACSHVACACSSTN_AHU_3RtTemp,AEIV,VE,,,,,
